anho,universidad,nivel,unidad_academica,programa_curso,matriculados_m,matriculados_h,matriculados_t,egresados_m,egresados_h,egresados_t,total_general,docentes_m,docentes_h,docentes_t,area_conocimiento
2024,UNE,P,Escuela de Posgrado,Especializacion en Administracion Publica,49,29,78,34,28,62,140,0,0,0,Ciencias Economicas y Administracion
2024,UNE,P,Escuela de Posgrado,Especializacion en Didactica Universitaria,551,388,939,447,229,676,1615,0,0,0,Ciencias Economicas y Administracion
2024,UNE,P,Escuela de Posgrado,Maestria en Gestion de Proyectos,10,8,18,2,1,3,21,0,0,0,Multidisciplinaria
2024,UNE,P,Escuela de Posgrado,Maestria en Educacion con Enfasis en Gestion de la Educacion Superior,40,11,51,15,9,24,75,0,0,0,Educacion y Humanidades
2024,UNE,P,Escuela de Posgrado,Maestria en Investigacion Cientifica,62,30,92,11,5,16,108,0,0,0,Multidisciplinaria
2024,UNE,P,Escuela de Posgrado,Doctorado en Educacion con Enfasis en Gestion de la Educacion Superior,11,11,22,1,2,3,25,0,0,0,Educacion y Humanidades
2024,UNP,G,Ciencias Contables Administrativas y Economicas,,407,244,651,103,35,138,789,79,48,127,Ciencias Economicas y Administracion
2024,UNP,G,Ciencias Agropecuarias y Desarrollo Rural,,165,186,351,11,8,19,370,32,31,63,Ciencias Agrarias
2024,UNP,G,Derecho Ciencias Politicas y Sociales,,592,512,1104,54,29,83,1187,65,93,158,Derecho y Ciencias Sociales
2024,UNP,G,Humanidades y Ciencias de la Educacion,,433,111,544,35,8,43,587,48,30,78,Educacion y Humanidades
2024,UNP,G,Ciencias Aplicadas,,344,477,821,59,74,133,954,110,98,208,Ciencias Basicas
2024,UNP,G,Ciencias Tecnologias y Artes,,83,64,147,3,2,5,152,19,16,35,Multidisciplinaria
2024,UNP,G,Ciencias Biomedicas,,258,98,356,17,1,18,374,19,24,43,Salud
2024,UNP,P,Rectorado,Doctorado en Derecho Procesal,20,10,30,0,0,0,30,2,7,9,Derecho y Ciencias Sociales
2024,UNP,P,Rectorado,Maestria en Garantismo Penal y Derecho Procesal,14,12,26,1,1,2,28,1,9,10,Derecho y Ciencias Sociales
2024,UNP,P,Rectorado,Especializacion en Docencia Universitaria,24,20,44,2,0,2,46,1,2,3,Educacion y Humanidades
2024,UNP,P,Rectorado,Especializacion en Historia del Paraguay con Orientacion a la Investigacion,3,2,5,3,2,5,5,2,2,4,Educacion y Humanidades
2024,UNP,P,Rectorado,Diplomado en Perspectiva Teorica para la Igualdad,46,9,55,37,4,41,96,1,0,1,Educacion y Humanidades
2024,UNP,P,Rectorado,Diplomado en Inteligencia Artificial Enfocada a la Educacion,41,19,60,28,8,36,96,4,1,5,Educacion y Humanidades
2024,UNP,P,Rectorado,Diplomado Capacitacion integral para el personal administrativo y de apoyo: Innovar para crecer,104,35,139,58,16,74,213,5,2,7,Multidisciplinaria
2024,UNP,P,Rectorado,Diplomado en Innovacion con Enfoque Sociocritico,44,29,73,73,21,94,167,5,4,9,Multidisciplinaria
2024,UNP,P,Ciencias Contables Administrativas y Economicas,Especializacion en Docencia Universitaria,139,65,204,39,19,58,262,7,1,8,Ciencias Economicas y Administracion
2024,UNP,P,Ciencias Contables Administrativas y Economicas,Maestria en Administracion de Empresas,17,16,33,0,0,0,33,6,5,11,Ciencias Economicas y Administracion
2024,UNP,P,Ciencias Contables Administrativas y Economicas,Diplomado en Mercado de Capitales,8,5,13,8,5,13,26,0,3,3,Ciencias Economicas y Administracion
2024,UNP,P,Ciencias Agropecuarias y Desarrollo Rural,Maestria en Evaluacion de Impacto y Gestion Ambiental,47,36,83,0,0,0,83,3,2,5,Ciencias Agrarias
2024,UNP,P,Ciencias Agropecuarias y Desarrollo Rural,Diplomado en Manejo de Drones en el Ambito Agropecuario,11,60,71,2,13,15,86,6,3,9,Ciencias Agrarias
2024,UNP,P,Humanidades y Ciencias de la Educacion,Maestria en Ciencias de la Educacion,80,31,111,11,1,12,123,4,7,11,Educacion y Humanidades
2024,UNP,P,Humanidades y Ciencias de la Educacion,Doctorado en Ciencias de la Educacion,66,24,90,10,5,15,105,6,5,11,Educacion y Humanidades
2024,UNP,P,Humanidades y Ciencias de la Educacion,Especializacion en Psicopedagogia,36,4,40,22,1,23,63,9,0,9,Educacion y Humanidades
2024,UNP,P,Humanidades y Ciencias de la Educacion,Maestria en Didacticas de las Ciencias Sociales,51,20,71,0,0,0,71,8,8,16,Educacion y Humanidades
2024,UNP,P,Ciencias Aplicadas,Diplomado en Inteligencia Artificial aplicada a la Educacion e Investigacion (Modalidad a Distancia),16,7,23,16,7,23,46,0,1,1,Educacion y Humanidades
2024,UNP,P,Ciencias Aplicadas,Diplomado en Disenho Gestion y Evaluacion de Proyectos,10,8,18,10,8,18,36,0,1,1,Multidisciplinaria
2024,UNP,P,Ciencias Aplicadas,Maestria en Gestion del Agua,19,9,28,0,0,0,28,7,9,16,Ingenieria y Tecnologia
2024,UNP,P,Ciencias Tecnologias y Artes,Especializacion en Docencia Universitaria,19,13,32,12,9,21,53,1,0,1,Educacion y Humanidades
2024,UNP,P,Ciencias Tecnologias y Artes,Especializacion en Evaluacion y Acreditacion de la Calidad Educativa,17,10,27,13,5,18,45,3,2,5,Educacion y Humanidades
2024,UNP,P,Ciencias Tecnologias y Artes,Maestria en Gestion Organizacional,23,17,40,3,0,3,43,2,4,6,Educacion y Humanidades
2024,UNP,P,Ciencias Tecnologias y Artes,Diplomado en Educacion Matematica: Planificacion de Clases de Matematica,73,23,96,0,0,0,96,6,4,10,Educacion y Humanidades
2024,UNP,P,Ciencias Tecnologias y Artes,Diplomado en Investigacion Etnografica en Derecho y Ciencias Sociales,25,27,52,0,0,0,52,2,2,4,Educacion y Humanidades
2024,UNP,P,Ciencias Biomedicas,Diplomado en Proceso de Atencion en Enfermeria,23,7,30,23,7,30,60,1,0,1,Salud
2024,UNP,P,Ciencias Biomedicas,Diplomado en Cuidado del Adulto Mayor y Geriatria,40,13,53,40,13,53,106,3,2,5,Salud
2024,UNI,G,Ingenieria,,253,651,904,16,39,55,959,47,69,116,Ingenieria y Tecnologia
2024,UNI,G,Medicina,,185,109,294,16,14,30,324,97,75,172,Salud
2024,UNI,G,Ciencias Economicas y Administracion,,698,454,1152,82,48,130,1282,93,49,142,Ciencias Economicas y Administracion
2024,UNI,G,Humanidades Ciencias Sociales y Cultura Guarani,,1261,509,1770,147,57,204,1974,171,60,231,Educacion y Humanidades
2024,UNI,G,Ciencias Juridicas,,254,182,436,115,74,189,625,45,39,84,Derecho y Ciencias Sociales
2024,UNI,G,Ciencias Agropecuarias y Forestales,,119,233,352,18,19,37,389,69,73,142,Ciencias Agrarias
2024,UNI,G,Ciencias y Tecnologias,,282,292,574,15,12,27,601,107,56,163,Ingenieria y Tecnologia
2024,UNI,P,Escuela de Postgrado,Especializacion y Maestria,160,85,245,110,42,152,397,19,3,22,Multidisciplinaria
2024,UNI,P,Medicina,Especializacion en diferentes areas,311,154,465,174,52,226,691,121,93,214,Salud
2024,UNI,P,Ciencias Economicas y Administracion,Especializacion en Gestion Contable e Impositiva,26,19,45,9,1,10,55,1,13,14,Ciencias Economicas y Administracion
2024,UNI,P,Humanidades Ciencias Sociales y Cultura Guarani,Curso Especializacion Maestria y Doctorado,69,29,98,65,24,89,187,20,10,30,Educacion y Humanidades
2024,UNI,P,Ciencias Juridicas,Especializacion de diferentes areas,81,31,112,16,6,22,134,11,34,45,Derecho y Ciencias Sociales
2024,UNI,P,Ciencias Agropecuarias y Forestales,Maestria en Proteccion de Cultivos,21,17,38,3,5,8,46,3,9,12,Ciencias Agrarias
2024,UNI,P,Ciencias y Tecnologias,Maestria en Biotecnologia en Alimentos,17,1,18,0,0,0,18,5,4,9,Ingenieria y Tecnologia
2024,UNC,G,Facultad de Odontologia,,176,84,260,10,5,15,275,97,97,194,Salud
2024,UNC,G,Facultad de Ciencias Agrarias,,175,292,467,44,31,75,542,24,64,88,Ciencias Agrarias
2024,UNC,G,Facultad de Ciencias Economicas y Administracion,,642,491,1133,74,33,107,1240,86,3,89,Ciencias Economicas y Administracion
2024,UNC,G,Facultad de Medicina,,161,138,299,21,25,46,345,67,77,144,Salud
2024,UNC,G,Facultad de Humanidades y Ciencias de la Educacion,,788,245,1033,246,56,302,1335,80,25,105,Educacion y Humanidades
2024,UNC,G,Facultad de Ciencias Exactas y Tecnologicas,,243,156,399,12,10,22,421,28,13,41,Ingenieria y Tecnologia
2024,UNC,P,Rectorado,Especializacion en Didactica Superior - Sede Central Concepcion,109,54,163,80,51,131,294,7,8,15,Educacion y Humanidades
2024,UNC,P,Rectorado,Especializacion en Didactica Superior - Filial Horqueta,23,20,43,0,17,17,60,5,3,8,Educacion y Humanidades
2024,UNC,P,Rectorado,Especializacion en Didactica Superior - Filial Yby Yau,30,15,45,18,14,32,77,3,4,7,Educacion y Humanidades
2024,UNC,P,Rectorado,Maestria en Educacion con Orientacion en Docencia Universitaria,46,15,61,0,1,1,62,2,3,5,Educacion y Humanidades
2024,UNC,P,Rectorado,Doctorado en Educacion con enfasis en Gestion Educacional,27,27,54,0,0,0,54,1,3,4,Educacion y Humanidades
2024,UNC,P,Odontologia,Endodoncia,0,0,0,0,0,0,0,0,0,0,Salud
2024,UNC,P,Odontologia,Rehabilitacion Oral,0,0,0,0,0,0,0,0,0,0,Salud
2024,UNC,P,Ciencias Agrarias,Maestria en Produccion Vegetal,0,0,0,0,0,0,0,0,0,0,Ciencias Agrarias
2024,UNC,P,Ciencias Agrarias,Maestria en Zootecnia,1,8,9,0,0,0,9,1,15,16,Ciencias Agrarias
2024,UNC,P,Ciencias Agrarias,Especializacion en Fertilidad de suelo y nutricion de plantas,8,26,34,0,0,0,34,2,7,9,Ciencias Agrarias
2024,UNC,P,Ciencias Economicas y Administracion,Maestria en Administracion y Direccion de Empresas,18,7,25,0,0,0,25,2,3,5,Ciencias Economicas y Administracion
2024,UNC,P,Ciencias Economicas y Administracion,Maestria en Auditoria**,0,0,0,0,0,0,0,3,5,8,Ciencias Economicas y Administracion
2024,UNC,P,Ciencias Economicas y Administracion,Maestria en Analitica de Datos con enfasis en el area empresarial***,0,1,1,0,0,0,1,0,2,2,Ciencias Economicas y Administracion
2024,UNC,P,Ciencias Economicas y Administracion,Doctorado en Administracion,12,14,26,0,0,0,26,2,2,4,Ciencias Economicas y Administracion
2024,UNC,P,Ciencias Economicas y Administracion,Especializacion en Direccion y Gestion de Mipymes,11,6,17,0,0,0,17,2,4,6,Ciencias Economicas y Administracion
2024,UNC,P,Ciencias Economicas y Administracion,Maestria en Contabilidad y Finanzas,12,4,16,0,0,0,16,3,5,8,Ciencias Economicas y Administracion
2024,UNC,P,Medicina,Especializacion en Salud Publica,41,13,54,57,10,67,121,4,5,9,Salud
2024,UNC,P,Medicina,Medicina Familiar,9,15,24,5,2,7,31,4,3,7,Salud
2024,UNC,P,Humanidades y Ciencias de la Educacion,Capacitacion Legislacion y Politicas de Educacion Inclusiva,227,44,271,0,0,0,271,1,2,3,Educacion y Humanidades
2024,UNC,P,Humanidades y Ciencias de la Educacion,Especializacion en Investigacion Cientifica,18,4,22,16,10,26,48,4,4,8,Educacion y Humanidades
2024,UNC,P,Humanidades y Ciencias de la Educacion,Especializacion en Mediacion de Conflictos - Flilial Yby Yau,14,5,19,1,0,1,20,4,2,6,Educacion y Humanidades
2024,UNC,P,Humanidades y Ciencias de la Educacion,Especializacion en Educacion Escolar Basica,32,5,37,3,1,4,41,4,4,8,Educacion y Humanidades
2024,UNC,P,Humanidades y Ciencias de la Educacion,Especializacion en Educacion Escolar Basica Ita Guasu,30,20,50,28,19,47,97,2,2,4,Educacion y Humanidades
2024,UNC,P,Humanidades y Ciencias de la Educacion,Especializacion en Educacion Escolar Basica Ita Guasu,0,0,0,42,10,52,52,0,0,0,Educacion y Humanidades
2024,UNC,P,Facultad de Ciencias Exactas y Tecnologicas,Especializacion en Ingenieria Vial,13,17,30,0,0,0,30,2,2,4,Ingenieria y Tecnologia
2024,UNC,P,Facultad de Ciencias Exactas y Tecnologicas,"Maestrias en Didacticas de las Ciencias Mencion: Matematica, Fisica y Quimica.",22,11,33,0,0,0,33,0,0,0,Ciencias Basicas
2024,UNVES,G,Ciencias Economicas,,254,166,420,15,14,29,449,69,51,120,Ciencias Economicas y Administracion
2024,UNVES,G,Ciencias Sede Paraguari,,77,61,138,9,8,17,155,74,59,133,Multidisciplinaria
2024,UNVES,G,Ciencias Sede Caazapa,,235,341,576,72,52,124,700,182,154,336,Multidisciplinaria
2024,UNVES,G,Ciencias Humanas y Filosofia,,289,140,429,13,12,25,454,130,50,180,Educacion y Humanidades
2024,UNVES,G,Ciencias Sede Yuty,,118,106,224,22,25,47,271,64,44,108,Multidisciplinaria
2024,UNVES,G,Politecnica,,105,344,449,9,15,24,473,31,91,122,Ingenieria y Tecnologia
2024,UNVES,P,Postgrado,Postgrado,95,60,155,63,35,98,253,0,0,0,Multidisciplinaria
2024,UNVES,G,Ciencias de la Salud,,367,83,450,18,22,40,490,142,57,199,Salud
2024,UNVES,G,Ciencias Sede Pedro Juan Caballero,,293,116,409,31,22,53,462,93,83,176,Multidisciplinaria
2024,UNVES,G,Ciencias Agrarias,,179,227,406,3,17,20,426,47,77,124,Ciencias Agrarias
2024,UNVES,G,"Ciencias Fisicas, Quimicas y Mat.",,132,62,194,2,7,9,203,38,30,68,Ciencias Basicas
2024,UNVES,G,"Ciencias Juridicas, Politicas y Soc.",,193,159,352,15,22,37,389,38,71,109,Derecho y Ciencias Sociales
2024,UNVES,G,Ciencias Sede Carapegua,,215,204,419,32,25,57,476,148,151,299,Multidisciplinaria
2024,UNVES,G,Ingenieria y Arquitectura,,231,153,384,24,12,36,420,67,67,134,Ingenieria y Tecnologia
2024,UNVES,G,Escuela de Arte y Cultura,,11,11,22,0,0,0,22,12,20,32,Educacion y Humanidades
2024,UNVES,G,Escuela de Gastronomia,,71,21,92,1,0,1,93,56,28,84,Multidisciplinaria
2024,UNVES,P,Escuela de Postgrado,Especializacion en Didactica Superior Universitaria,16,8,24,20,17,37,61,5,2,7,Educacion y Humanidades
2024,UNVES,P,Escuela de Postgrado,Especializacion en Didactica Superior Universitaria- Filial Yuty,18,9,27,0,0,0,27,7,0,7,Educacion y Humanidades
2024,UNVES,P,Escuela de Postgrado,Especializacion en Psicoterapia Cognitivo Conductual,41,16,57,9,1,10,67,0,1,1,Salud
2024,UNVES,P,Escuela de Postgrado,Especializacion en Psicoterapia Cognitivo Conductual,30,32,62,15,14,29,91,0,1,1,Salud
2024,UNVES,P,Escuela de Postgrado,Maestria en Ciencias Penales c/ enfasis en Derecho Constitucional,22,9,31,10,5,15,46,3,1,4,Derecho y Ciencias Sociales
2024,UNVES,P,Escuela de Postgrado,Maestria en Didactica Superior Universitaria,32,7,39,0,0,0,39,5,0,5,Educacion y Humanidades
2024,UNVES,P,Escuela de Postgrado,Especializacion en Psicologia Clinica,0,0,0,29,0,29,29,5,0,5,Salud
2024,UNCA,G,Ciencias Medicas,,133,86,219,20,17,37,256,70,59,129,Salud
2024,UNCA,G,Ciencias de la Produccion,,511,707,1218,91,100,191,1409,119,162,281,Ciencias Agrarias
2024,UNCA,G,Ciencias Economicas,,320,258,578,34,23,57,635,85,69,154,Ciencias Economicas y Administracion
2024,UNCA,G,Ciencias de la Salud,,178,34,212,37,4,41,253,117,32,149,Salud
2024,UNCA,G,Ciencias Sociales Politicas y Humanidades,,92,123,215,11,26,37,252,70,94,164,Educacion y Humanidades
2024,UNCA,G,Ciencias y Tecnologias,,252,525,777,11,14,25,802,26,99,125,Ingenieria y Tecnologia
2024,UNCA,G,Odontologia,,113,26,139,33,10,43,182,49,31,80,Salud
2024,UNCA,G,Escuela Superior de Artes y Desarrollo de Talentos,,11,19,30,4,2,6,36,14,8,22,Educacion y Humanidades
2024,UNCA,P,Rectorado,Maestria en Investigacion Educativa,32,10,42,0,0,0,42,9,4,13,Multidisciplinaria
2024,UNCA,P,Rectorado,Especializacion en Didactica de la Educacion Artistica,27,5,32,0,0,0,32,4,3,7,Educacion y Humanidades
2024,UNCA,P,Rectorado,Maestria en Gestion de la Educacion Superior,10,8,18,0,0,0,18,4,8,12,Educacion y Humanidades
2024,UNCA,P,Rectorado,Especializacion en Didactica Universitaria,58,36,94,0,0,0,94,3,3,6,Educacion y Humanidades
2024,UNCA,P,Ciencias Medicas,Especializacion en Ecografia General-10M Cohorte,39,47,86,26,27,53,139,10,13,23,Salud
2024,UNCA,P,Ciencias Medicas,Especializacion en Emergentologia-4ta. Cohorte,44,21,65,18,12,30,95,4,12,16,Salud
2024,UNCA,P,Ciencias Medicas,Especializacion en Patologia del Tracto Genital Inferior y Colposcopia-7ma. Cohorte,61,15,76,45,9,54,130,6,2,8,Salud
2024,UNCA,P,Ciencias Medicas,Especializacion en Medicina Estetica y Envejecimiento Fisiologico-8ma Cohorte,10,26,36,23,5,28,64,4,5,9,Salud
2024,UNCA,P,Ciencias Medicas,Especializacion en Cirugia General y Oncologica-Residencia Medica,4,1,5,4,3,7,12,2,5,7,Salud
2024,UNCA,P,Ciencias Medicas,Especializacion en Oncologia Clinica-Residencia Medica,3,2,5,1,2,3,8,6,4,10,Salud
2024,UNCA,P,Ciencias Medicas,Especializacion en Medicina Familiar-Residencia Medica,13,9,22,11,8,19,41,8,4,12,Salud
2024,UNCA,P,Ciencias Medicas,Especializacion en Neonatologia- 3ra. Cohorte,0,0,0,29,2,31,31,0,0,0,Salud
2024,UNCA,P,Ciencias Medicas,Especializacion en Cuidados Intensivos Pediatricos-1er. Cohorte,0,0,0,10,13,23,23,0,0,0,Salud
2024,UNCA,P,Ciencias Medicas,Maestria en Educacion Superior en Ciencias Medicas -1er. Cohorte,0,0,0,16,8,24,24,0,0,0,Salud
2024,UNCA,P,Ciencias Medicas,Capacitacion en Medicina Ortomolecular y Nutricion - 3ra. Cohorte,2,2,4,4,0,4,8,2,1,3,Salud
2024,UNCA,P,Ciencias Medicas,Capacitacion en Neonatologia- 3er. Cohorte,0,0,0,11,2,13,13,0,0,0,Salud
2024,UNCA,P,Ciencias Medicas,Capacitacion en Nutricion Infantil-4ta. Cohorte,25,7,32,18,5,23,55,5,1,6,Salud
2024,UNCA,P,Ciencias Medicas,Capacitacion en Urgencias y Emergencias Pediatricas-1er. Cohorte,72,13,85,46,10,56,141,3,1,4,Salud
2024,UNCA,P,Ciencias Medicas,Capacitacion en Urgencias y Emergencias Clinicas-1er. Cohorte,34,10,44,28,7,35,79,3,1,4,Salud
2024,UNCA,P,Ciencias Medicas,Capacitacion en Infecciones en el Feto y Recien Nacido-1er. Cohorte,28,6,34,15,4,19,53,3,1,4,Salud
2024,UNCA,P,Ciencias de la Produccion,Maestria en Produccion Animal y Manejo del Forraje,6,19,25,0,2,2,27,10,2,12,Ciencias Agrarias
2024,UNCA,P,Ciencias de la Produccion,Maestria en Produccion Agricola y Manejo Sostenible,9,14,23,0,0,0,23,1,11,12,Ciencias Agrarias
2024,UNCA,P,Ciencias de la Produccion,Especializacion en Metodologia y Tecnicas de la Investigacion Cientifica,19,10,29,19,10,29,58,4,2,6,Multidisciplinaria
2024,UNCA,P,Ciencias Economicas,Maestria en Auditoria Financiera y de Gestion,23,10,33,0,0,0,33,0,0,0,Ciencias Economicas y Administracion
2024,UNCA,P,Ciencias de la Salud,Maestria en Administracion Hospitalaria y Sistemas de Salud 2° Cohorte,0,0,0,5,5,10,10,0,0,0,Ciencias Economicas y Administracion
2024,UNCA,P,Ciencias de la Salud,Maestria en Administracion Hospitalaria y Sistemas de Salud 3° Cohorte,0,0,0,27,6,33,33,0,0,0,Ciencias Economicas y Administracion
2024,UNCA,P,Ciencias de la Salud,Maestria en Administracion Hospitalaria y Sistemas de Salud 4° Cohorte,76,10,86,0,0,0,86,8,2,10,Ciencias Economicas y Administracion
2024,UNCA,P,Ciencias de la Salud,Maestria en Administracion Hospitalaria y Sistemas de Salud 5° Cohorte,34,7,41,0,0,0,41,4,2,6,Ciencias Economicas y Administracion
2024,UNCA,P,Ciencias de la Salud,Capacitacion en Nutricion Clinica y Hospitalaria,30,3,33,24,3,27,60,3,1,4,Salud
2024,UNCA,P,Ciencias de la Salud,Capacitacion en Instrumentos de Evaluacion,31,5,36,27,5,32,68,1,0,1,Educacion y Humanidades
2024,UNCA,P,Ciencias Sociales Politicas y Humanidades,Diplomado en Proceso Electoral,6,10,16,6,10,16,32,3,3,6,Educacion y Humanidades
2024,UNCA,P,Ciencias y Tecnologias,No cuentan con cursos de postgrados.,0,0,0,0,0,0,0,0,0,0,Ingenieria y Tecnologia
2024,UNCA,P,Odontologia,Especializacion en Implantologia Oral - Cuarta Cohorte (iniciado en Diciembre 2023) (*),7,9,16,0,0,0,16,0,1,1,Salud
2024,UNICAN,G,Ciencias Economicas y Empresariales,,299,228,527,40,32,72,599,160,116,276,Ciencias Economicas y Administracion
2024,UNICAN,G,Ciencias Juridicas y Sociales,,228,151,379,27,20,47,426,50,54,104,Educacion y Humanidades
2024,UNICAN,G,Ciencias Agrarias,,44,67,111,3,4,7,118,31,47,78,Ciencias Agrarias
2024,UNICAN,G,Ciencias y Tecnologia,,83,157,240,2,7,9,249,21,22,43,Ingenieria y Tecnologia
2024,UNICAN,G,Ciencias Veterinarias,,87,76,163,5,10,15,178,23,33,56,Ciencias Veterinarias
2024,UNICAN,G,Ciencias de la Salud,,88,26,114,9,2,11,125,29,13,42,Salud
2024,UNICAN,P,Ciencias Economicas y Empresariales,Maestria en Contabilidad y Auditoria Impositiva,11,10,21,0,0,0,21,2,6,8,Ciencias Economicas y Administracion
2024,UNICAN,P,Ciencias Juridicas y Sociales,Maestria en Derecho Civil y Procesal Civil,7,6,13,0,0,0,13,1,6,7,Derecho y Ciencias Sociales
2024,UNICAN,P,Ciencias Agrarias,"Maestria en Energia para el Desarrollo Sostenible, Energias Renovables y Eficiencia Energetica",0,0,0,2,4,6,6,0,0,0,Ingenieria y Tecnologia
2024,UNICAN,P,Ciencias y Tecnologia,Maestria en Informatica aplicada a la Ingenieria de Software,0,6,6,6,8,14,20,1,3,4,Ingenieria y Tecnologia
2024,UPTP,G,Rectorado,Ingenieria Civil,7,18,25,6,11,17,42,0,0,0,Ingenieria y Tecnologia
2024,UPTP,G,Rectorado,Ingenieria Electromecanica,7,18,25,6,8,14,39,0,0,0,Ingenieria y Tecnologia
2024,UPTP,G,Rectorado,Ingenieria Industrial,8,17,25,5,4,9,34,0,0,0,Ingenieria y Tecnologia
2024,UPTP,G,Rectorado,Ingenieria Informatica,7,18,25,2,11,13,38,0,0,0,Ingenieria y Tecnologia
2024,UNAMIS,G,Rectorado,Licenciatura en Ciencias Matematicas,28,18,46,0,0,0,46,16,4,20,Ciencias Basicas
2024,UNAMIS,G,Rectorado,Licenciatura en Tecnologia de Produccion,18,29,47,0,0,0,47,8,10,18,Ciencias Agrarias
2024,UNAMIS,G,Rectorado,Licenciatura en Educacion en Ciencias Basicas y sus Tecnologias,44,11,55,0,0,0,55,16,3,19,Educacion y Humanidades
2024,UNAMIS,G,Rectorado,Licenciatura en Logistica y Transporte,24,25,49,0,0,0,49,11,9,20,Ingenieria y Tecnologia
2024,UNAMIS,G,Rectorado,Licenciatura en Ciencias Politicas y del Gobierno,39,32,71,0,0,0,71,7,13,20,Derecho y Ciencias Sociales
2024,UNAMIS,G,Rectorado,Licenciatura en Psicologia General,82,12,94,0,0,0,94,13,7,20,Salud
2024,UNAMIS,G,Rectorado,Licenciatura en Negocio Internacional,24,26,50,0,0,0,50,14,6,20,Ciencias Economicas y Administracion
2024,UNAMIS,P,Vicerrectorado Academico,Especializacion en Didactica Universitaria 2023-2024,89,50,139,89,46,135,139,5,5,10,Educacion y Humanidades
2024,UNAMIS,P,Vicerrectorado Academico,Especializacion en Didactica Universitaria 2024-2025,31,73,104,0,0,0,104,5,5,10,Educacion y Humanidades
2023,UNA,G,Derecho y Ciencias Sociales,Derecho y Ciencias Sociales,4420,3680,8100,965,627,1592,9692,381,628,1009,Derecho y Ciencias Sociales
2023,UNA,G,Ciencias Medicas,Ciencias Medicas,1059,672,1731,74,149,223,1954,259,255,514,Salud
2023,UNA,G,Ingenieria,Ingenieria,874,2395,3269,47,144,191,3460,173,522,695,Ingenieria y Tecnologia
2023,UNA,G,Ciencias Economicas,Ciencias Economicas,5172,3480,8652,706,378,1084,9736,1154,875,2029,Ciencias Economicas y Administracion
2023,UNA,G,Odontologia,Odontologia,179,54,233,40,6,46,279,181,65,246,Salud
2023,UNA,G,Ciencias Quimicas,Ciencias Quimicas,1311,469,1780,139,45,184,1964,189,93,282,Ciencias Basicas
2023,UNA,G,Filosofia,Filosofia,3043,1399,4442,269,140,409,4851,511,327,838,Educacion y Humanidades
2023,UNA,G,Ciencias Veterinarias,Ciencias Veterinarias,1018,1201,2219,230,215,445,2664,553,556,1109,Ciencias Veterinarias
2023,UNA,G,Ciencias Agrarias,Ciencias Agrarias,1546,1702,3248,48,47,95,3343,342,432,774,Ciencias Agrarias
2023,UNA,G,Ciencias Exactas y Naturales,Ciencias Exactas y Naturales,1338,898,2236,113,63,176,2412,239,219,458,Ciencias Basicas
2023,UNA,G,Arquitectura Diseño y Arte,Arquitectura Diseño y Arte,2398,1094,3492,185,62,247,3739,282,285,567,Ingenieria y Tecnologia
2023,UNA,G,Politecnica,Politecnica,1042,2494,3536,63,87,150,3686,215,355,570,Ingenieria y Tecnologia
2023,UNA,G,Enfermeria y Obstetricia,Enfermeria y Obstetricia,1318,273,1591,219,36,255,1846,594,185,779,Salud
